prodi,kode_mk,nama mata kuliah,semester mk,sks,metode
Ilmu Biomedis,BIM1023,Bioetik Akademik Dan Penelitian Biomedis,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM1062,Biologi Sel,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM1022,Dasar Management,Ganjil 2024/2025,1,Biasa
Ilmu Biomedis,BIM1042,Fisika Medis,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM1052,Kimia Medis,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM1013,Lab Biosafety Dan Keselamatan Kerja Laboratorium,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM1032,Matematika,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM1011,Pendidikan Agama,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM1012,Pengenalan Ilmu Biomedis,Ganjil 2024/2025,1,Biasa
Ilmu Biomedis,BIM3132,Biokimia 2,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM4182,Biologi Molekuler Dan Seluler Ii,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM3033,Bisnis Dan Industri Biomedis,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM3162,Dasar Patologi Anatomi,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM3142,Fisiologi Manusia,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM3014,Interaksi Kimia Dan Molekuler Obat,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM2072,Natural Produk Dan Kimia Obat,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM3024,Toksikologi,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM5064,Analisis Imuno Dan Molekuler Parasit,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM4192,Biostatistik,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM5094,Bioteknologi Medis,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM5061,Dasar Komunikasi,Ganjil 2024/2025,1,Biasa
Ilmu Biomedis,BIM6063,Hematologi,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM9016,Kanker: Patologi Dan Molekuler (Molekuler Onkologi),Ganjil 2024/2025,1,Biasa
Ilmu Biomedis,KEWIRAUSAHAAN,Kewirausahaan,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,AND5036,Kewirausahaan,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM5242,Mikrobiologi Lanjut,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM9066,Teknik Kultur Sel Dan Sel Punca,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM5202,Teknik Penulisan Ilmiah,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM9126,Animal Wellfare,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM6084,Biologi Kanker,Ganjil 2024/2025,2,Biasa
Ilmu Biomedis,BIM9096,Dasar Lab. Forensik : From Evidance To Csi,Ganjil 2024/2025,1,Biasa
Ilmu Biomedis,BIM6073,Dasar Laboratorium Patologi Dan Laboratorium Penyakit Degeneratif /Ncd,Ganjil 2024/2025,3,Biasa
Ilmu Biomedis,BIM7045,Kuliah Kerja Nyata ( Kkn ),Ganjil 2024/2025,4,Biasa
Ilmu Komunikasi,MWU60102,Pancasila,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,MWU60103,Kewarganegaraan,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,ISF61101,Dasar-Dasar Ilmu Sosial,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISF61102,Dasar-Dasar Ilmu Politik,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISF61103,Dasar-Dasar Logika,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISF61104,Bahasa Inggris/ English For Communication,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61105,Pengantar Ilmu Komunikasi/ Introduction To Communication,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61106,Fotografi/Photography,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISF61108,Dasar-Dasar Penelitian Sosial,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61107,Komunikasi Antar Pribadi / Interpersonal Communication,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61108,Komunikasi Antar Budaya/ Intercultural Communication,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61109,Komunikasi Organisasi/Organizational Communication,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61110,Psikologi Komunikasi/Psychology Of Communication,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61111,Teknik Penulisan Humas Dan Publisitas/Pr Writing And Publicity,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61112,Hubungan-Hubungan Media /Media Relations,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,ISK61113,Humas Daring/Online Pr,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,ISK61114,Isu Humas Dan Penanganan /Pr Issues And Crisis Handlingkrisis,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,ISK61115,Desain Grafis Dan Website/Graphic & Web Design,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61116,Hukum Media/Media Law,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61117,Penulisan Berita/News Writing,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61118,Komunikasi Persuasif/Persuasive Communication,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61119,Komunikasi Dan Isu-Isu Kontemporer/Communication And Contemporary Issues,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61120,Komunikasi Digital/Digital Communication,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61121,Hukum Media/Media Law,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,ISK61122,Produksi Multimedia/Multimedia Production,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61123,Penulisan Kreatif 1 /Creative Writing 1,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,ISK61124,Teknik Presenter Broadcasting/Techniques Of Professional Presenter For Broadcasting,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,AND60102,Kewirausahaan,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61136,Komunikasi Internasional,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61137,Filsafat Komunikasi,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61138,Statistik Sosial,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,ISK61139,Metode Penelitian Komunikasi Kualitatif,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61140,Humas Pemerintahan,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61141,Humas Korporasi,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61142,Jurnalistik Sastrawi,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61143,Industri Dan Bisnis Media,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK6114,Manajemen Komunikasi Konflik,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61145,Manajemen Konsultasi Untuk Professional,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61146,Kajian Iklan,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61147,Kajian Televisi Dan Film,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61201,Analisis Big Data,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61202,Analisis Media Sosial,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61203,Bisnis Media Dan Komunikasi,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61204,Gender Dan Komunikasi,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61206,Komunikasi Kepemimpinan,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61207,Komunikasi Massa,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61208,Komunikasi Pariwisata,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61209,Media Dan Budaya Populer,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61210,Manajemen Kampanye Politik,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61211,Penulisan Kreatif 2,Ganjil 2024/2025,2,Biasa
Ilmu Komunikasi,ISK61212,Perencanaan Komunikasi,Ganjil 2024/2025,3,Biasa
Ilmu Komunikasi,ISK61213,Studi Kelayakan Media,Ganjil 2024/2025,3,Biasa
Ilmu Politik,MWU60102,Pendidikan Pancasila/Pancasila Education,Ganjil 2024/2025,2,Biasa
Ilmu Politik,MWU60103,Kewarganegaraan,Ganjil 2024/2025,2,Biasa
Ilmu Politik,ISF61101,Dasar-Dasar Ilmu Sosial,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISF61102,Dasar-Dasar Ilmu Politik,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISF61103,Dasar-Dasar Logika,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISF61104,Bahasa Inggris,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61101,Sistem Politik Indonesia,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61102,Pengantar Kebijakan Publik / Introduction To Public Policy,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISF61108,Dasar-Dasar Penelitian Sosial,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61107,Teori Politik / Political Theory,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61108,Pembangunan Politik / Political Development,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61109,Metodologi Ilmu Politik / Political Science Methodology,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61110,Ekonomi Politik / Political Economy,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61111,Sosiologi Politik / Political Sociology,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61112,Partai Politik Dan Pemilu Indonesia / Indonesian Political Parties And Elections,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61113,Integritas Dan Anti Korupsi,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61121,Demokrasi Dan Demokratisasi / Democracy And Democratization,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61122,Good Governance Dan Clean Government,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61123,Kekuatan Politik Indonesia / Indonesian Political Power,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61124,Politik Desentralisasi / The Politics Of Decentralization,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61125,Seminar Isu-Isu Politik / Seminar On Political Issues,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61126,Teori Gerakan Sosial / Social Movement Theory,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61127,Analisis Kebijakan Publik / Public Policy Analysis,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61201,Pembangunan Partisipatif / Participatory Development,Ganjil 2024/2025,6,Biasa
Ilmu Politik,ISP61202,Tata Kelola Pemilu / Election Governance,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61203,E-Government,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61204,Pemilu Dan Perilaku Memilih / Election And Voting Behavior,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61205,Politik Kawasan / Regional Politics,Ganjil 2024/2025,3,Biasa
Ilmu Politik,ISP61206,Public Speaking,Ganjil 2024/2025,3,Biasa
Ilmu Tanah,AND60101,Kuliah Kerja Nyata ( Kkn),Ganjil 2024/2025,4,nan
Kebidanan,BDN104,Agama,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN102,Biomedik 1,Ganjil 2024/2025,5,Biasa
Kebidanan,BDN103,Biomedik 2,Ganjil 2024/2025,5,Biasa
Kebidanan,BDN106,Keterampilan Kebidanan Dasar 1,Ganjil 2024/2025,3,Biasa
Kebidanan,BDN105,Kewarganegaraan,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN107,Pancasila,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN101,Pengantar Pendidikan Kebidanan,Ganjil 2024/2025,5,Biasa
Kebidanan,BDN301,Asuhan Kebidanan Pada Kehamilan,Ganjil 2024/2025,5,Biasa
Kebidanan,BDN303,Asuhan Kebidanan Pada Masa Nifas,Ganjil 2024/2025,5,Biasa
Kebidanan,BDN302,Asuhan Kebidanan Pada Persalinan,Ganjil 2024/2025,5,Biasa
Kebidanan,MKK113,Elektif (Manajemen Bencana),Ganjil 2024/2025,2,Biasa
Kebidanan,BDN305,Elektif (Manajemen Bencana),Ganjil 2024/2025,2,Biasa
Kebidanan,BDN306,Fome I,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN304,Keterampilan Kebidanan Dasar 3,Ganjil 2024/2025,4,Biasa
Kebidanan,BDN505,Elektif (Kewirausahaan Dalam Kebidanan),Ganjil 2024/2025,2,Biasa
Kebidanan,BDN506,Elektif (Obat Tradisional),Ganjil 2024/2025,2,Biasa
Kebidanan,BDN501,"Etika, Hukum, Politik Dan Kebijakan Dalam Kebidanan",Ganjil 2024/2025,5,Biasa
Kebidanan,BDN502,Kebidanan Komunitas,Ganjil 2024/2025,5,Biasa
Kebidanan,BDN503,Keluarga Berencana,Ganjil 2024/2025,5,Biasa
Kebidanan,BDN504,Keterampilan Klinik 5,Ganjil 2024/2025,3,Biasa
Kebidanan,BDN507,Proposal Penelitian,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN714,Continiuty Of Care I(Coc I),Ganjil 2024/2025,2,Biasa
Kebidanan,BDN713,Elektif (Btcls),Ganjil 2024/2025,2,Biasa
Kebidanan,BDN704,Keterampilan Kebidanan Lanjutan 2,Ganjil 2024/2025,3,Biasa
Kebidanan,BDN701,Metodelogi Penelitian Dan Statistik,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN710,"Pra Profesi Bbl,Neonatus Dan Balita",Ganjil 2024/2025,2,Biasa
Kebidanan,BDN711,Pra Profesi Kebidanan Komunitas,Ganjil 2024/2025,1,Biasa
Kebidanan,BDN706,Pra Profesi Kehamilan,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN709,Pra Profesi Keluarga Berencana,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN708,Pra Profesi Nifas,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN707,Pra Profesi Persalinan,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN705,"Pra Profesi Remaja, Prakonsepsi, Dan Perimenopause",Ganjil 2024/2025,1,Biasa
Kebidanan,BDN712,Praktik Observasi Lapangan,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN702,Proposal Penelitian,Ganjil 2024/2025,2,Biasa
Kebidanan,BDN703,Skripsi,Ganjil 2024/2025,3,Biasa
Kedokteran,MWU60101,Agama,Ganjil 2024/2025,2,Biasa
Kedokteran,BLK19101,Biomedik,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19105,Fome Dan Ipe 1,Ganjil 2024/2025,1,Biasa
Kedokteran,BLK19103,Hormon Dan Persyarafan,Ganjil 2024/2025,6,Biasa
Kedokteran,BLK19104,Keterampilan Klinik 1,Ganjil 2024/2025,1,Biasa
Kedokteran,BLK19505,Metodologi Penelitian 2,Ganjil 2024/2025,1,Biasa
Kedokteran,MWU60102,Pancasila,Ganjil 2024/2025,2,Biasa
Kedokteran,BLK19203,Patologi Dasar,Ganjil 2024/2025,6,Biasa
Kedokteran,BLK19106,Profesionalisme Dokter,Ganjil 2024/2025,2,Biasa
Kedokteran,BLK19102,Sirkulasi Dan Respirasi,Ganjil 2024/2025,6,Biasa
Kedokteran,BLK19306,Bahasa Inggris,Ganjil 2024/2025,2,Biasa
Kedokteran,BLK19305,Fome Dan Ipe 3,Ganjil 2024/2025,1,Biasa
Kedokteran,BLK19301,Gangguan Hematologi Dan Imunologi,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19303,Gangguan Kardiovaskuler,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19302,Gangguan Respirasi,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19304,Keterampilan Klinik 3,Ganjil 2024/2025,2,Biasa
Kedokteran,BLK19503,Gangguan Dermatomuskuloskeletal,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19502,Gangguan Indra Khusus,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19501,Gangguan Urogenital,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19504,Keterampilan Klinik 5,Ganjil 2024/2025,2,Biasa
Kedokteran,BLK19605,Kewirausahaan,Ganjil 2024/2025,2,Biasa
Kedokteran,BLK19703,Elektif,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19701,"Gangguan Neonatus, Anak , Remaja Dan Lansia",Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19702,Kegawat Daruratan,Ganjil 2024/2025,5,Biasa
Kedokteran,BLK19704,Keterampilan Klinik 7,Ganjil 2024/2025,2,Biasa
Kedokteran,BLK19705,Pre Clerckship,Ganjil 2024/2025,4,Biasa
Kewirausahaan,MWU60102,Pancasila,Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61101,Analisis Lingkungan Berwirausaha (Entrepreneurial Environmental Scanning),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61102,Akuntansi Untuk Berwirausaha (Accounting For Entrepreneurs),Ganjil 2024/2025,3,Biasa
Kewirausahaan,MWU60103,Kewarganegaraan,Ganjil 2024/2025,3,Biasa
Kewirausahaan,AND60102,Kewirausahaan,Ganjil 2024/2025,3,Biasa
Kewirausahaan,MNJ61101,Pengantar Bisnis (Introduction To Business),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61201,Kepribadian Dalam Berwirausaha (Entrepreneurial Personality),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61202,Budaya Dan Kewirausahaan (Culture And Entrepreneurship),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61106,Ide Usaha Baru (New Venture Ideas),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61107,Manajemen Teknologi Inovasi (Technological Innovation Management),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61108,Strategi Bisnis Berwirausaha (Entrepreneurial Business Strategy),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61109,Pemodelan Bisnis Berwirausaha (Entrepreneurial Business Modeling),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61110,Keuangan Bagi Wirausahawan (Finance For Entrepreneurs),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61111,"Pengembangan Tim, Negosiasi Dan Presentasi Bisnis (Team Building, Business Negotiation And Presentation)",Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU611123,Jejaring Bisnis (Business Network),Ganjil 2024/2025,3,Biasa
Kewirausahaan,KWU61113,Teknologi Dan Digitalisasi Bagi Wirausahawan (Technology And Digitalization For Entrepreneurs),Ganjil 2024/2025,3,Biasa
Manajemen Pemasaran,DMP51101,Pengantar Bisnis Dan Manajemen,Ganjil 2024/2025,3,CBM
Manajemen Pemasaran,DMP521104,Komunikasi Pemasaran Terpadu,Ganjil 2024/2025,2,CBM
Manajemen Pemasaran,DMP51109,Manajemen Hubungan Pelanggan,Ganjil 2024/2025,2,CBM
Manajemen Pemasaran,DMP51106,Pemasaran Jasa,Ganjil 2024/2025,3,CBM
Manajemen Pemasaran,EDA314,Praktikum Distribusi Dan Logistik,Ganjil 2024/2025,2,CBM
Manajemen Pemasaran,EDU301,Kewirausahaan,Ganjil 2024/2025,3,PjBL
Manajemen Pemasaran,DMP51203,Praktikum Email Marketing,Ganjil 2024/2025,2,PjBL
Manajemen Pemasaran,EDP310,Praktikum Pemasaran Langsung,Ganjil 2024/2025,2,PjBL
Matematika,MAT61105,Fisika Dasar,Ganjil 2024/2025,2,Biasa
Peternakan,PTK60202,Bioteknologi Ternak,Ganjil 2024/2025,3,CBM
Peternakan,PTK60242,Pemasaran Hasil Ternak,Ganjil 2024/2025,2,CBM
Peternakan,PTK60229,Evaluasi Sensori Pangan Hasil Ternak,Ganjil 2024/2025,2,PjBL
Peternakan,PTK60230,Ilmu Dan Teknologi Telur,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60218,Toksikologi Pakan,Ganjil 2024/2025,3,CBM
Peternakan,PTK61126,Ilmu Teknologi Penanganan & Pengolahan Pakan,Ganjil 2024/2025,3,CBM
Peternakan,PTK61102,Matematika,Ganjil 2024/2025,2,Biasa
Peternakan,PTK61107,Fisiologi Ternak,Ganjil 2024/2025,3,Biasa
Peternakan,PTK61108,Pengantar Ilmu Dan Industri Peternakan,Ganjil 2024/2025,2,Biasa
Peternakan,PTK61110,Genetika,Ganjil 2024/2025,3,Biasa
Peternakan,PTK61121,Landasan Ilmu Nutrisi Ternak,Ganjil 2024/2025,2,CBM
Peternakan,PTK61132,Dasar-Dasar Manajemen,Ganjil 2024/2025,2,CBM
Peternakan,PTK60205,Manajemen Produksi Ternak Perah,Ganjil 2024/2025,2,CBM
Peternakan,PTK60211,Ilmu Tilik  Dan Tingkah Laku Ternak,Ganjil 2024/2025,3,CBM
Peternakan,PTK60213,Ilmu Unggas Air,Ganjil 2024/2025,2,PjBL
Peternakan,PTK60215,Manajemen Pastura,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60216,Ilmu Nutrisi Ternak Perah,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60224,Nutrisi Ternak Kambing Dan Domba,Ganjil 2024/2025,3,PjBL
Peternakan,PTK62227,Pangan & Gizi Hasil Ternak,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60233,Sanitasi Dan Higiene Hasil Ternak,Ganjil 2024/2025,2,CBM
Peternakan,PTK60236,Manajemen Agribisnis,Ganjil 2024/2025,2,CBM
Peternakan,PTK60238,Sistem Pertanian Terpadu,Ganjil 2024/2025,3,CBM
Peternakan,PTK60243,Statistik Non Parametrik,Ganjil 2024/2025,2,CBM
Peternakan,PTK60245,Manajemen Strategik,Ganjil 2024/2025,3,PjBL
Peternakan,PTK62117,Ilmu Reproduksi Ternak,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60231,Ilmu Dan Teknologi Susu,Ganjil 2024/2025,2,PjBL
Peternakan,PTK60235,Penanganan & Pengemasan Hsl Ternak,Ganjil 2024/2025,3,PjBL
Peternakan,PTK61125,Agrostologi,Ganjil 2024/2025,2,CBM
Peternakan,PTK60206,Manajemen Ternak Kambing Dan Domba,Ganjil 2024/2025,2,PjBL
Peternakan,PTK60207,Manajemen Produksi Ternak Unggas,Ganjil 2024/2025,2,PjBL
Peternakan,PTK60210,Manajemen Lingkungan Ternak,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60214,Ilmu Dan Teknologi Produksi Satwa Harapan,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60219,Ilmu Nutrisi Non-Ruminansia,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60220,Manajemen Industri Pakan,Ganjil 2024/2025,2,PjBL
