prodi,kode_mk,nama mata kuliah,semester mk,sks,metode
Peternakan,PTK60221,Bioteknologi Pakan,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60223,Ilmu Nutrisi Aneka Ternak Unggas,Ganjil 2024/2025,3,PjBL
Peternakan,PTK60226,Pakan Fungsional,Ganjil 2024/2025,2,PjBL
Peternakan,PTK60246,Aplikasi Komputer,Ganjil 2024/2025,2,CBM
Peternakan,PTK60204,Manajemen Prod. Ternak Potong,Ganjil 2024/2025,2,CBM
Peternakan,PTK60240,Ekonomi Produksi,Ganjil 2024/2025,2,CBM
Psikologi,PSI60111,Agama,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60112,Filsafat Umum,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60113,Bahasa Indonesia,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60114,Psikologi Umum,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60115,Biopsikologi,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60116,Pengantar Metode Penelitian,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60117,Identifikasi Pengembangan Diri,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60118,Statistik Dasar,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60511,Metode Penelitian Lanjutan,Ganjil 2024/2025,4,Biasa
Psikologi,PSI60512,Psikologi Komunitas,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60513,Konseling,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60514,Psikoedukasi,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60515,Metode Pengukuran Kepribadian,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60516,Metode Intervensi Perilaku,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60517,Intervensi Kognitif,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60521,Psikologi Forensik,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60522,Psikologi Pengasuhan,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60523,Psikologi Pendidikan Anak Usia Dini,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60524,Psikologi Medis,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60525,Psikologi Sekolah,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60526,Psikologi Anak Berbakat,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60527,Psikologi Kepemimpinan,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60211,Bahasa Inggris,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60212,Kewarganegaraan,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60213,Pancasila,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60214,Statistik Lanjutan,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60215,Psikologi Perkembangan,Ganjil 2024/2025,4,Biasa
Psikologi,PSI60216,Psikologi Industri Dan Organisasi,Ganjil 2024/2025,3,Biasa
Psikologi,PSI60217,Teori Kepribadian,Ganjil 2024/2025,4,Biasa
Psikologi,AND60101,Kuliah Kerja Nyata (Kkn),Ganjil 2024/2025,4,Biasa
Psikologi,PSI60621,Psikologi Siber,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60622,Psikologi Adiksi,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60623,Psikologi Anak Berkebutuhan Khusus,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60624,Kesehatan Mental Di Tempat Kerja,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60625,Gerontologi,Ganjil 2024/2025,2,Biasa
Psikologi,PSI60626,Analisa Jabatan,Ganjil 2024/2025,2,Biasa
Psikologi,PPS0801,Skripsi,Ganjil 2024/2025,6,Biasa
Sistem Informasi,JSI61103,Dasar-Dasar Pemrograman,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61104,Aljabar Linear,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61105,Matematika Diskrit,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61113,Basis Data,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61115,Proses Bisnis,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61116,Pemrograman Berorientasi Objek,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61119,Kewirausahaan,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61131,Pemrograman Teknologi Bergerak,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61132,Analisa Dan Perancangan Si,Ganjil 2024/2025,3,Biasa
Sistem Informasi,JSI61133,Manajemen Perubahan Dan Proyek Ti,Ganjil 2024/2025,3,Biasa
Sosiologi,MWU60104,Pendidikan Kewarganegaraan,Ganjil 2024/2025,2,Biasa
Sosiologi,MWU60101,Pendidikan Pancasila,Ganjil 2024/2025,2,Biasa
Sosiologi,ISF62106,Sistem Hukum Indonesia,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61101,Pengantar Sosiologi,Ganjil 2024/2025,3,Biasa
Sosiologi,ISF61102,Dasar-Dasar Ilmu Politik,Ganjil 2024/2025,3,Biasa
Sosiologi,ISF61101,Dasar-Dasar Ilmu Sosial,Ganjil 2024/2025,3,Biasa
Sosiologi,ISF61104,Bahasa Inggris I,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61105,Statistik Sosial,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61115,Advokasi Dan Public Speaking,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61103,Teori Sosiologi Modern,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61110,Sosiologi Kependudukan,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61106,Metode Penelitian Sosiologi Kuantitatif,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61120,Sosiologi Pendidikan,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS62109,Perubahan Sosial,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS31124,Sosiologi Konflik Dan Rekonsiliasi,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61118,Sosiologi Gender,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61122,Model Dan Metode Pemberdayaan Masyarakat,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61121,Sosiologi Ekonomi,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS31119,Sosiologi Terapan,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61127,Kebijakan Sosial,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61126,Sosiologi Politik,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61217,Institusi Pertanahan Minangkabau,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS62113,Penulisan Karya Ilmiah,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS62203,Pembangunan Partisipatif,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61205,Perilaku Menyimpang Dan Kriminalitas,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61208,Sosiologi Anak Dan Remaja,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61208,Sosiologi Pasar,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS62221,Sosiologi Korupsi,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61216,Pembangunan Perdesaan,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61211,Kesejahteraan Sosial,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61212,Sektor Informal,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS62213,Sosiologi Kesehatan,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS62214,Sosiologi Lingkungan,Ganjil 2024/2025,3,Biasa
Sosiologi,SOS61204,Masalah Kemiskinan,Ganjil 2024/2025,3,Biasa
Tip,TIP61109,Manajemen Lingkungan,Ganjil 2024/2025,2,CBM
Tip,TIP62118,Pemodelan Dan Simulasi Sistem,Ganjil 2024/2025,2,CBM
Tip,TIP61119,Sanitasi Industri,Ganjil 2024/2025,3,PjBL
Tip,TIP62205,"Teknologi Pati, Gula Dan Sukrokimia",Ganjil 2024/2025,3,CBM
Tip,TIP61204,Teknologi Bahan Penyegar,Ganjil 2024/2025,3,CBM
Tip,TIP61106,Teknologi Pengemasan,Ganjil 2024/2025,3,CBM
Tip,TIP62101,Pengantar Ilmu Ekonomi,Ganjil 2024/2025,2,CBM
Tip,TIP61121,Produksi Bersih,Ganjil 2024/2025,3,PjBL
Tip,TIP61204,Agroindustri Jamur,Ganjil 2024/2025,3,PjBL
Tip,TIP61111,Pengendalian Mutu,Ganjil 2024/2025,3,CBM
Tip,TIP62213,Teknologi Penanganan Limbah Cair Agroindustri,Ganjil 2024/2025,3,CBM
Tip,TIP62113,Penelitian Operasional,Ganjil 2024/2025,3,CBM
Tip,TIP62103,Dasar Komunikasi,Ganjil 2024/2025,2,CBM
Tip,TIP61116,Keselamatan Dan Kesehatan Kerja,Ganjil 2024/2025,2,CBM
Tip,TIP61205,Teknologi Pengolahan Buah Dan Sayur,Ganjil 2024/2025,3,CBM
Tip,TIP62110,Rekayasa Proses,Ganjil 2024/2025,3,CBM
Tip,TIP61105,Biologi,Ganjil 2024/2025,3,CBM
Tip,TIP62208,Rantai Nilai Agroindustri,Ganjil 2024/2025,3,CBM
Tip,TIP61205,Sistem Analisis Dan Desain,Ganjil 2024/2025,3,CBM
Tip,THP61209,Teknologi Hasil Hortikultura,Ganjil 2024/2025,3,Biasa
Tip,THP61206,Teknologi Ekstrusi,Ganjil 2024/2025,3,Biasa
Tip,THP61207,Teknologi Biji-Bijian Dan Umbi-Umbian,Ganjil 2024/2025,3,Biasa
Tip,THP61121,Praktikum Kimia Dan Biokimia Hasil Pertanian,Ganjil 2024/2025,3,Biasa
Tip,THP61120,"Praktikum Pengemasan, Penyimpanan Dan Penggudangan",Ganjil 2024/2025,2,Biasa
Tip,THP61201,Teknologi Hasil Hewani,Ganjil 2024/2025,3,Biasa
Tip,THP61123,Pengawasan Mutu,Ganjil 2024/2025,2,Biasa
Tip,THP61212,Teknologi Pemanfaatan Jamur,Ganjil 2024/2025,3,Biasa
Tip,THP61103,Fisika Dasar,Ganjil 2024/2025,3,Biasa
Teknik Komputer,CCE61104,Pengantar Analisis Rangkaian,Ganjil 2024/2025,2,Biasa
Teknik Komputer,CCE61106,Jaringan Komputer,Ganjil 2024/2025,3,Biasa
Teknik Komputer,AND60102,Kewirausahaan,Ganjil 2024/2025,2,Biasa
Teknik Komputer,CCE61128,Keamanan Informasi 2,Ganjil 2024/2025,2,Biasa
Teknik Komputer,ECS60205,Pemograman Web,Ganjil 2024/2025,2,Biasa
Teknik Komputer,ECS60214,Antarmuka Dan Periferal,Ganjil 2024/2025,2,Biasa
Teknik Komputer,ECS60203,Sistem Cerdas,Ganjil 2024/2025,2,Biasa
Teknik Komputer,ECS60211,Jaringan Bergerak Dan Adhoc,Ganjil 2024/2025,2,Biasa
Teknik Komputer,ECS60208,Cloud Computing,Ganjil 2024/2025,2,Biasa
Teknik Pertanian Dan Biosistem,MWU60101,Agama,Ganjil 2024/2025,2,CBM
Teknik Pertanian Dan Biosistem,MWU60102,Pancasila,Ganjil 2024/2025,2,CBM
Teknik Pertanian Dan Biosistem,MWU60104,Bahasa Indonesia,Ganjil 2024/2025,2,CBM
Teknik Pertanian Dan Biosistem,FTP61101,Pengantar Teknologi Pertanian,Ganjil 2024/2025,2,CBM
Teknik Pertanian Dan Biosistem,TPB61101,Bahasa Inggris,Ganjil 2024/2025,2,CBM
Teknik Pertanian Dan Biosistem,TPB61102,Kalkulus I,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61103,Fisika I,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61104,Kimia I,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61105,Ilmu Pertanian Dan Biosistem,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61106,Ekonomi Teknik,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61107,Pindah Panas,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61108,Matematika Teknik,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61109,Sumber Tenaga Pertanian,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61110,Gambar Teknik,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61111,Analisis Sistem,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61112,Pengukuran Dan Instrumentasi,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61113,Mekanika Teknik,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,AND60102,Kewirausahaan,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61114,Metodologi Penelitian,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61115,Statistika Ii,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61116,Alat Dan Mesin Pertanian,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61117,Irigasi Dan Drainase,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61118,Teknik Pengolahan Hasil Pertanian Dan Pangan,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61119,Energi Dan Elektrifikasi,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61220,Sifat-Sifat Produk Pertanian,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61221,Sistem Kontrol,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61222,Audit Energi,Ganjil 2024/2025,2,CBM
Teknik Pertanian Dan Biosistem,TPB61223,"Hubungan Tanah, Air Dan Tanaman",Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61224,Komunikasi Dan Inovasi,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61225,Manajemen Das,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61226,Manajemen Sistem Irigasi,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61227,Permodelan Teknik Tanah Dan Air,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61228,Pertanian Presisi,Ganjil 2024/2025,3,PjBL
Teknik Pertanian Dan Biosistem,TPB61229,Transportasi Dan Penyimpanan Produk Pertanian,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61230,Sistem Manajemen Ergo Pertanian,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61231,Sistem Robotik Untuk Bioproduksi,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61232,Elektronika,Ganjil 2024/2025,3,CBM
Teknik Pertanian Dan Biosistem,TPB61233,Manajemen Agroindustri,Ganjil 2024/2025,2,PjBL
Teknologi Pangan Dan Hasil Pertanian,THP61118,Ekonomi Teknik,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61114,Fisiologi Dan Teknologi Pascapanen,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61109,Kimia Analitik,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61104,Kimia Dasar,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61111,Pengantar Bioteknologi,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61112,Satuan Operasi,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61108,Gizi Dan Pangan,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61107,Mikrobiologi Umum,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61211,Produksi Bersih,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61119,Termobakteriologi,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61110,Alat Dan Mesin Pengolahan,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,AND60102,Kewirausahaan,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61117,"Pengemasan, Penyimpanan, Penggudangan",Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61208,Teknologi Bahan Berlignoselulosa,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61209,Teknologi Lateks,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61210,Teknologi Lemak Dan Minyak,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61122,Prinsip Proses Pengolahan Hasil Pertanian,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61202,Teknologi Pati Dan Gula,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61116,Sanitasi Pengolahan,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61209,Teknologi Hasil Hortikultura,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61206,Teknologi Ekstrusi,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61207,Teknologi Biji-Bijian Dan Umbi-Umbian,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61121,Praktikum Kimia Dan Biokimia Hasil Pertanian,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61120,"Praktikum Pengemasan, Penyimpanan Dan Penggudangan",Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61201,Teknologi Hasil Hewani,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61123,Pengawasan Mutu,Ganjil 2024/2025,2,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61212,Teknologi Pemanfaatan Jamur,Ganjil 2024/2025,3,Biasa
Teknologi Pangan Dan Hasil Pertanian,THP61103,Fisika Dasar,Ganjil 2024/2025,3,Biasa
Biologi,BIO60288,Teknik Biologi Analisis Produk Halal,Ganjil 2024/2025,3,Biasa
Biologi,BIO60289,Teknik Biologi Lapangan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60210,Ekologi Hutan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60214,Ekologi Vegetasi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60220,Teknik Hematologi Vertebrata,Ganjil 2024/2025,3,Biasa
Biologi,BIO60222,Biologi Mikoriza,Ganjil 2024/2025,3,Biasa
Biologi,BIO60224,Fisiologi Biji,Ganjil 2024/2025,3,Biasa
Biologi,BIO60225,Fitohormon,Ganjil 2024/2025,3,Biasa
Biologi,BIO60226,Fotobiologi Tumbuhan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60228,Metabolisme Tumbuhan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60229,Nutrisi Tumbuhan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60230,Genetika Molekuler,Ganjil 2024/2025,3,Biasa
Biologi,BIO60232,Kelainan Genetik,Ganjil 2024/2025,3,Biasa
Biologi,BIO60272,Biologi Forensik,Ganjil 2024/2025,3,Biasa
Biologi,BIO60280,Pemetaan Dan Pemodelan Biodiversitas,Ganjil 2024/2025,3,Biasa
Biologi,BIO60243,Mikroorganisme Ekstremofilik,Ganjil 2024/2025,3,Biasa
Biologi,BIO60252,Biologi Serat,Ganjil 2024/2025,3,Biasa
Biologi,BIO60253,Dendrokronologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60257,Entomologi Terapan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60263,Protozoologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60267,Manajemen Herbarium,Ganjil 2024/2025,3,Biasa
Biologi,BIO60268,Morfologi Polen Dan Spora,Ganjil 2024/2025,3,Biasa
Biologi,BIO60212,Ekologi Restorasi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60219,Patofisiologi Vertebrata,Ganjil 2024/2025,3,Biasa
Biologi,BIO60271,Amdal,Ganjil 2024/2025,3,Biasa
Biologi,BIO60274,Ekowisata,Ganjil 2024/2025,3,Biasa
Biologi,BIO60240,Mikrobiologi Lingkungan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60249,Regulasi Perkembangan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60260,Mamalogi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60248,Kultur Sel Hewan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60206,Malakologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60208,Primatologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60213,Ekologi Tumbuhan Invasif,Ganjil 2024/2025,3,Biasa
Biologi,BIO60221,Toksikologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60234,Sumber Daya Genetika Dan Pemuliaan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60284,Radiobiologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60285,Rancangan Ilustrasi Biologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60237,Fitomikrobiologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60238,Mikologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60251,Adaptasi Tumbuhan,Ganjil 2024/2025,3,Biasa
Biologi,BIO60266,Ekspedisi Flora,Ganjil 2024/2025,3,Biasa
Biologi,BIO60269,Taksonomi Tumbuhan Taksa Terpilih,Ganjil 2024/2025,3,Biasa
Biologi,BIO60259,Iktiologi,Ganjil 2024/2025,3,Biasa
Biologi,BIO60202,Ekologi Bentos,Ganjil 2024/2025,3,Biasa
Biologi,BIO60270,Teknik Identifikasi Flora,Ganjil 2024/2025,3,Biasa
Kedokteran Gigi,BLK101,Dasar-Dasar Kedokteran Gigi,Ganjil 2024/2025,7,Biasa
Kedokteran Gigi,BLK102,Biologi Sel Kedokteran Gigi,Ganjil 2024/2026,6,Biasa
Kedokteran Gigi,BLK103,Sistem Organ,Ganjil 2024/2027,6,Biasa
Kedokteran Gigi,BLK107,Imunologi Dan Dasar Patologi,Ganjil 2024/2028,6,Biasa
Kedokteran Gigi,BLK108,Sistem Stomatognasi,Ganjil 2024/2029,6,Biasa
Kedokteran Gigi,BLK109,Psikologi Etika Dan Hukum Kedokteran,Ganjil 2024/2030,6,Biasa
Kedokteran Gigi,BLK113,Penyakit Rongga Mulut Dan Farmasi Kedokteran Gigi,Ganjil 2024/2031,6,Biasa
Kedokteran Gigi,BLK114,Bedah Jaringan,Ganjil 2024/2032,6,Biasa
Kedokteran Gigi,BLK115,Rehabilitasi Rongga Mulut,Ganjil 2024/2033,6,Biasa
Kedokteran Gigi,BLK119,Manajemen Praktek Kedokteraan Gigi,Ganjil 2024/2034,6,Biasa
Kedokteran Gigi,BLK120,Manifestasi Oral Penyakit Sistemik,Ganjil 2024/2035,6,Biasa
Kedokteran Gigi,BLK121,Kegawatdaruratan Dan Bencana,Ganjil 2024/2036,6,Biasa
Kedokteran Gigi,AGAMA,Agama,Ganjil 2024/2037,2,Biasa
Kedokteran Gigi,BAHASAINDONESIA,Bahasa Indonesia,Ganjil 2024/2038,2,Biasa
Kedokteran Gigi,AND60235,Metodologi Penelitian,Ganjil 2024/2039,2,Biasa
Kimia,KIM62126,Praktikum Kimia Anorganik I,Ganjil 2024/2025,1,Biasa
